seed,flagged,valid_controls,campaign_killing,fitted_tps_change,fitted_p99_change_ms,absolute_fitted_tps_change_relative_to_control_mean
88408573,true,5,false,-165.0558406117694,3.428620969818593,0.05750535756968902
642754166,false,5,false,-121.34949701537465,1.8463109327074307,0.042080869681108544
740267717,true,5,false,-107.90197256428208,9.002433220358263,0.03830815883689249
1418705027,false,5,false,35.692914197371636,-1.8803284280684207,0.012366047690114986
1902413987,false,5,false,-45.770285965085165,2.2677226190022717,0.015911369424034042
